PNODE_ID,TAC_AREA_NAME,UNMATCHED_REASON,TRADING_HUB,PNODE_ID_LOWER,PNODE_ID_STRIPPED,PNODE_ID_LEN
SDG1_1_PDRP114-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp114-apnd,SDG1_1_PDRP114-APND,19
SDG1_1_PDRP118-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp118-apnd,SDG1_1_PDRP118-APND,19
PGSB_1_PDRP104-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp104-apnd,PGSB_1_PDRP104-APND,19
SOLBLU_2_WSBBX2-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,solblu_2_wsbbx2-apnd,SOLBLU_2_WSBBX2-APND,20
NORORC_2_NOSBX2-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,nororc_2_nosbx2-apnd,NORORC_2_NOSBX2-APND,20
PGCC_1_PDRP98-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp98-apnd,PGCC_1_PDRP98-APND,18
DREWS_6_PL1X4-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,drews_6_pl1x4-apnd,DREWS_6_PL1X4-APND,18
VERNON_6_MALBRG-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,vernon_6_malbrg-apnd,VERNON_6_MALBRG-APND,20
VESTAL_2_KERN-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,vestal_2_kern-apnd,VESTAL_2_KERN-APND,18
BRODIE_2_WIND-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,brodie_2_wind-apnd,BRODIE_2_WIND-APND,18
SCEC_1_RDRR08-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_rdrr08-apnd,SCEC_1_RDRR08-APND,18
SCHD_1_RDRR08-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_rdrr08-apnd,SCHD_1_RDRR08-APND,18
PRIMM_2_SOLAR1-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,primm_2_solar1-apnd,PRIMM_2_SOLAR1-APND,19
SCEW_2_PDRP20-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp20-apnd,SCEW_2_PDRP20-APND,18
SCNW_6_PDRP26-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp26-apnd,SCNW_6_PDRP26-APND,18
GLD_2_UNITS-APND,PSEI,"in TAC map, not in hub map (load/intertie PNodes expected)",,gld_2_units-apnd,GLD_2_UNITS-APND,16
DSN_7_FHS_BESS-APND,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,dsn_7_fhs_bess-apnd,DSN_7_FHS_BESS-APND,19
SP_2_SPCTMSG-APND,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,sp_2_spctmsg-apnd,SP_2_SPCTMSG-APND,17
CPG_2_BLKC-APND,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,cpg_2_blkc-apnd,CPG_2_BLKC-APND,15
GLRV_5_BLK4-APND,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,glrv_5_blk4-apnd,GLRV_5_BLK4-APND,16
KY_6_BLK7-APND,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,ky_6_blk7-apnd,KY_6_BLK7-APND,14
BZ_7_STZ-TRPG-APND,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,bz_7_stz-trpg-apnd,BZ_7_STZ-TRPG-APND,18
MOONSHIN_7_UNITS-APND,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,moonshin_7_units-apnd,MOONSHIN_7_UNITS-APND,21
PWP2_2_RECIP1-6-APND,PGE,"in TAC map, not in hub map (load/intertie PNodes expected)",,pwp2_2_recip1-6-apnd,PWP2_2_RECIP1-6-APND,20
WSH_1_WESTSIDEHYD-APND,PGE,"in TAC map, not in hub map (load/intertie PNodes expected)",,wsh_1_westsidehyd-apnd,WSH_1_WESTSIDEHYD-APND,22
SCEN_6_PDRP27-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp27-apnd,SCEN_6_PDRP27-APND,18
SCEW_2_PDRP40-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp40-apnd,SCEW_2_PDRP40-APND,18
SCEW_2_PDRP52-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp52-apnd,SCEW_2_PDRP52-APND,18
SCNW_6_PDRP08-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp08-apnd,SCNW_6_PDRP08-APND,18
SCEN_6_PDRP31-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp31-apnd,SCEN_6_PDRP31-APND,18
SCHD_1_RDRR12-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_rdrr12-apnd,SCHD_1_RDRR12-APND,18
SCEN_6_PDRP44-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp44-apnd,SCEN_6_PDRP44-APND,18
SCEN_6_PDRP46-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp46-apnd,SCEN_6_PDRP46-APND,18
SCEW_2_PDRP73-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp73-apnd,SCEW_2_PDRP73-APND,18
SCNW_6_PDRP38-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp38-apnd,SCNW_6_PDRP38-APND,18
SCEW_2_PDRP77-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp77-apnd,SCEW_2_PDRP77-APND,18
SCEN_6_PDRP61-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp61-apnd,SCEN_6_PDRP61-APND,18
SCEC_1_PDRP117-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp117-apnd,SCEC_1_PDRP117-APND,19
SCEW_2_PDRP106-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp106-apnd,SCEW_2_PDRP106-APND,19
SCEW_2_PDRP111-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp111-apnd,SCEW_2_PDRP111-APND,19
SCNW_6_PDRP43-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp43-apnd,SCNW_6_PDRP43-APND,18
SCEC_1_PDRP138-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp138-apnd,SCEC_1_PDRP138-APND,19
SCEC_1_PDRP148-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp148-apnd,SCEC_1_PDRP148-APND,19
SCEC_1_PDRP154-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp154-apnd,SCEC_1_PDRP154-APND,19
SCEC_1_PDRP156-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp156-apnd,SCEC_1_PDRP156-APND,19
SCEC_1_PDRP159-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp159-apnd,SCEC_1_PDRP159-APND,19
SCEC_1_PDRP161-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp161-apnd,SCEC_1_PDRP161-APND,19
SCEW_2_PDRP133-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp133-apnd,SCEW_2_PDRP133-APND,19
SCEC_1_PDRP173-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp173-apnd,SCEC_1_PDRP173-APND,19
SCEC_1_PDRP175-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp175-apnd,SCEC_1_PDRP175-APND,19
SCEW_2_PDRP171-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp171-apnd,SCEW_2_PDRP171-APND,19
SCHD_1_PDRP61-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_pdrp61-apnd,SCHD_1_PDRP61-APND,18
FILIPPI_2_QZSSRX-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,filippi_2_qzssrx-apnd,FILIPPI_2_QZSSRX-APND,21
SCEW_2_PDRP70-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp70-apnd,SCEW_2_PDRP70-APND,18
SCEC_1_PDRP109-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp109-apnd,SCEC_1_PDRP109-APND,19
SCEC_1_PDRP155-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp155-apnd,SCEC_1_PDRP155-APND,19
SCEW_2_PDRP168-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp168-apnd,SCEW_2_PDRP168-APND,19
SCEN_6_PDRP111-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp111-apnd,SCEN_6_PDRP111-APND,19
SDG1_1_PDRP45-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp45-apnd,SDG1_1_PDRP45-APND,18
SDG1_1_PDRP119-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp119-apnd,SDG1_1_PDRP119-APND,19
PGF1_2_PDRP03-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp03-apnd,PGF1_2_PDRP03-APND,18
PGEB_2_PDRP05-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp05-apnd,PGEB_2_PDRP05-APND,18
PGSB_1_PDRP08-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp08-apnd,PGSB_1_PDRP08-APND,18
PGP2_2_PDRP07-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp07-apnd,PGP2_2_PDRP07-APND,18
ALF_1_ALBENI_F_PLANT-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,alf_1_albeni_f_plant-apnd,ALF_1_ALBENI_F_PLANT-APND,25
LOP_1_LOOKOTPT_PLANT-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,lop_1_lookotpt_plant-apnd,LOP_1_LOOKOTPT_PLANT-APND,25
UPRCOL_5_APR_ORA-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,uprcol_5_apr_ora-apnd,UPRCOL_5_APR_ORA-APND,21
SCEC_1_PDRP192-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp192-apnd,SCEC_1_PDRP192-APND,19
PGFG_1_RDRR01-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_rdrr01-apnd,PGFG_1_RDRR01-APND,18
PGFG_1_PDRP13-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_pdrp13-apnd,PGFG_1_PDRP13-APND,18
PGKN_2_PDRP08-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgkn_2_pdrp08-apnd,PGKN_2_PDRP08-APND,18
PGP2_2_PDRP25-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp25-apnd,PGP2_2_PDRP25-APND,18
PGSF_2_PDRP20-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp20-apnd,PGSF_2_PDRP20-APND,18
PGSF_2_PDRP28-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp28-apnd,PGSF_2_PDRP28-APND,18
PGNP_2_PDRP50-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp50-apnd,PGNP_2_PDRP50-APND,18
PGST_2_PDRP35-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgst_2_pdrp35-apnd,PGST_2_PDRP35-APND,18
SDG1_1_PDRP69-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp69-apnd,SDG1_1_PDRP69-APND,18
GR_5_GILA_RIVER_2-APND,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,gr_5_gila_river_2-apnd,GR_5_GILA_RIVER_2-APND,22
OSO_3_OSO_GRANDE-APND,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,oso_3_oso_grande-apnd,OSO_3_OSO_GRANDE-APND,21
PGEB_2_PDRP49-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp49-apnd,PGEB_2_PDRP49-APND,18
PGZP_2_PDRP19-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp19-apnd,PGZP_2_PDRP19-APND,18
PGF1_2_PDRP58-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp58-apnd,PGF1_2_PDRP58-APND,18
PGFG_1_PDRP36-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_pdrp36-apnd,PGFG_1_PDRP36-APND,18
PGNP_2_PDRP60-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp60-apnd,PGNP_2_PDRP60-APND,18
GPS_1_GOOSE_PR_PLANT-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,gps_1_goose_pr_plant-apnd,GPS_1_GOOSE_PR_PLANT-APND,25
PGZP_2_PDRP50-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp50-apnd,PGZP_2_PDRP50-APND,18
SCEC_1_PDRP195-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp195-apnd,SCEC_1_PDRP195-APND,19
SDG1_1_PDRP38-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp38-apnd,SDG1_1_PDRP38-APND,18
GR_5_GILA_RIVER_3-APND,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,gr_5_gila_river_3-apnd,GR_5_GILA_RIVER_3-APND,22
LSW_2_PHALGLCH_PLANT-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,lsw_2_phalglch_plant-apnd,LSW_2_PHALGLCH_PLANT-APND,25
BGROCK_2_BRFBX2-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,bgrock_2_brfbx2-apnd,BGROCK_2_BRFBX2-APND,20
MOAPP_5_SOLAR-APND,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,moapp_5_solar-apnd,MOAPP_5_SOLAR-APND,18
LANCASTR_2_GEN_CC-APND,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,lancastr_2_gen_cc-apnd,LANCASTR_2_GEN_CC-APND,22
SCNW_6_PDRP11-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp11-apnd,SCNW_6_PDRP11-APND,18
SCEW_2_PDRP38-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp38-apnd,SCEW_2_PDRP38-APND,18
SCEW_2_PDRP50-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp50-apnd,SCEW_2_PDRP50-APND,18
SCHD_1_PDRP06-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_pdrp06-apnd,SCHD_1_PDRP06-APND,18
SCEN_6_PDRP41-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp41-apnd,SCEN_6_PDRP41-APND,18
SCEC_1_PDRP55-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp55-apnd,SCEC_1_PDRP55-APND,18
PGZP_2_PDRP22-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp22-apnd,PGZP_2_PDRP22-APND,18
PGCC_1_PDRP100-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp100-apnd,PGCC_1_PDRP100-APND,19
SCHD_1_PDRP70-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_pdrp70-apnd,SCHD_1_PDRP70-APND,18
SCEC_1_PDRP196-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp196-apnd,SCEC_1_PDRP196-APND,19
ELAND1_2_HYBRID-APND,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,eland1_2_hybrid-apnd,ELAND1_2_HYBRID-APND,20
MCFLND_5_MSBSX2-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,mcflnd_5_msbsx2-apnd,MCFLND_5_MSBSX2-APND,20
SUMMERFL_1_GEN_TOTAL-APND,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,summerfl_1_gen_total-apnd,SUMMERFL_1_GEN_TOTAL-APND,25
SCEC_1_PDRP149-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp149-apnd,SCEC_1_PDRP149-APND,19
PTRPP_2_WIND-APND,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,ptrpp_2_wind-apnd,PTRPP_2_WIND-APND,17
CANFERRY_1_CYFY-APND,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,canferry_1_cyfy-apnd,CANFERRY_1_CYFY-APND,20
FRFLD_WD_6_AGG-APND,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,frfld_wd_6_agg-apnd,FRFLD_WD_6_AGG-APND,19
SHASTRD_7_UNITS-APND,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,shastrd_7_units-apnd,SHASTRD_7_UNITS-APND,20
MONTPH_7_UNITS-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,montph_7_units-apnd,MONTPH_7_UNITS-APND,19
ELECTR_7_PL1X3-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,electr_7_pl1x3-apnd,ELECTR_7_PL1X3-APND,19
HYTTHM_2_UNITS-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,hytthm_2_units-apnd,HYTTHM_2_UNITS-APND,19
GYS7X8_7_UNITS-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,gys7x8_7_units-apnd,GYS7X8_7_UNITS-APND,19
LENZIE_7_UNITS PB2-APND,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,lenzie_7_units pb2-apnd,LENZIE_7_UNITS PB2-APND,23
PGFG_1_PDRP38-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_pdrp38-apnd,PGFG_1_PDRP38-APND,18
ELKHRN_1_EESX3-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,elkhrn_1_eesx3-apnd,ELKHRN_1_EESX3-APND,19
KELSO_2_UNITS-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,kelso_2_units-apnd,KELSO_2_UNITS-APND,18
PGST_2_PDRP03-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgst_2_pdrp03-apnd,PGST_2_PDRP03-APND,18
PNCHVS_2_SOLAR-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pnchvs_2_solar-apnd,PNCHVS_2_SOLAR-APND,19
PGF1_2_PDRP17-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp17-apnd,PGF1_2_PDRP17-APND,18
PGSB_1_PDRP30-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp30-apnd,PGSB_1_PDRP30-APND,18
PGEB_2_PDRP28-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp28-apnd,PGEB_2_PDRP28-APND,18
PGEB_2_PDRP30-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp30-apnd,PGEB_2_PDRP30-APND,18
PGF1_2_PDRP19-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp19-apnd,PGF1_2_PDRP19-APND,18
PGF1_2_PDRP20-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp20-apnd,PGF1_2_PDRP20-APND,18
PGHB_6_PDRP05-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pghb_6_pdrp05-apnd,PGHB_6_PDRP05-APND,18
PGCC_1_PDRP12-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp12-apnd,PGCC_1_PDRP12-APND,18
PGCC_1_PDRP13-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp13-apnd,PGCC_1_PDRP13-APND,18
PGHB_6_PDRP06-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pghb_6_pdrp06-apnd,PGHB_6_PDRP06-APND,18
PGNB_2_PDRP15-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnb_2_pdrp15-apnd,PGNB_2_PDRP15-APND,18
PGSB_1_PDRP44-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp44-apnd,PGSB_1_PDRP44-APND,18
PGZP_2_PDRP08-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp08-apnd,PGZP_2_PDRP08-APND,18
PGEB_2_PDRP46-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp46-apnd,PGEB_2_PDRP46-APND,18
PGSB_1_PDRP49-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp49-apnd,PGSB_1_PDRP49-APND,18
PGSB_1_PDRP55-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp55-apnd,PGSB_1_PDRP55-APND,18
PGSI_1_PDRP27-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp27-apnd,PGSI_1_PDRP27-APND,18
PGZP_2_PDRP16-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp16-apnd,PGZP_2_PDRP16-APND,18
PGF1_2_PDRP55-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp55-apnd,PGF1_2_PDRP55-APND,18
PGKN_2_PDRP22-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgkn_2_pdrp22-apnd,PGKN_2_PDRP22-APND,18
PGEB_2_PDRP63-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp63-apnd,PGEB_2_PDRP63-APND,18
PGNB_2_PDRP19-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnb_2_pdrp19-apnd,PGNB_2_PDRP19-APND,18
PGZP_2_PDRP26-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp26-apnd,PGZP_2_PDRP26-APND,18
PGEB_2_PDRP70-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp70-apnd,PGEB_2_PDRP70-APND,18
PGF1_2_PDRP69-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp69-apnd,PGF1_2_PDRP69-APND,18
PGF1_2_PDRP71-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp71-apnd,PGF1_2_PDRP71-APND,18
PGF1_2_PDRP73-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp73-apnd,PGF1_2_PDRP73-APND,18
PGNB_2_PDRP21-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnb_2_pdrp21-apnd,PGNB_2_PDRP21-APND,18
PGF1_2_PDRP84-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp84-apnd,PGF1_2_PDRP84-APND,18
PGF1_2_PDRP88-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp88-apnd,PGF1_2_PDRP88-APND,18
PGSB_1_PDRP67-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp67-apnd,PGSB_1_PDRP67-APND,18
PGSB_1_PDRP96-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp96-apnd,PGSB_1_PDRP96-APND,18
PGEB_2_PDRP101-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp101-apnd,PGEB_2_PDRP101-APND,19
PGZP_2_PDRP40-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp40-apnd,PGZP_2_PDRP40-APND,18
PGST_2_PDRP22-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgst_2_pdrp22-apnd,PGST_2_PDRP22-APND,18
PGF1_2_PDRP97-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp97-apnd,PGF1_2_PDRP97-APND,18
PGP2_2_PDRP53-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp53-apnd,PGP2_2_PDRP53-APND,18
PGP2_2_PDRP55-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp55-apnd,PGP2_2_PDRP55-APND,18
PGNP_2_PDRP47-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp47-apnd,PGNP_2_PDRP47-APND,18
PGSI_1_PDRP48-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp48-apnd,PGSI_1_PDRP48-APND,18
PGSB_1_PDRP103-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp103-apnd,PGSB_1_PDRP103-APND,19
PGEB_2_PDRP27-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp27-apnd,PGEB_2_PDRP27-APND,18
PGP2_2_PDRP26-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp26-apnd,PGP2_2_PDRP26-APND,18
PGF1_2_PDRP42-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp42-apnd,PGF1_2_PDRP42-APND,18
PGSI_1_PDRP26-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp26-apnd,PGSI_1_PDRP26-APND,18
PGEB_2_PDRP69-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp69-apnd,PGEB_2_PDRP69-APND,18
